Date,Open,High,Low,Close,Adj Close,Volume
2011-01-28,94.519997,94.639999,90.180000,90.480003,86.392517,4654200
2011-01-31,91.000000,91.500000,90.010002,90.320000,86.239754,3088700
2011-02-01,92.750000,93.959999,92.279999,92.690002,88.502663,4049700
2011-02-02,92.070000,92.129997,90.519997,90.800003,86.698051,4172700
2011-02-03,91.940002,92.300003,91.099998,91.459999,87.328255,3933100
2011-02-04,91.599998,91.820000,90.540001,91.739998,87.595604,1986800
2011-02-07,91.839996,92.750000,91.300003,91.459999,87.328255,2144200
2011-02-08,91.379997,92.400002,91.169998,92.050003,87.891602,1652500
2011-02-09,91.709999,92.169998,91.000000,91.599998,87.461922,1762300
2011-02-10,91.309998,94.690002,91.309998,94.440002,90.173630,3024600
2011-02-11,93.870003,95.889999,93.800003,95.419998,91.109352,2038800
2011-02-14,95.029999,95.699997,93.809998,93.989998,89.743950,2822100
2011-02-15,95.010002,96.699997,94.889999,95.980003,91.644035,5403500
2011-02-16,96.370003,97.099998,95.900002,96.839996,92.465187,2249500
2011-02-17,96.389999,97.699997,96.370003,97.470001,93.066742,1513800
2011-02-18,97.860001,98.519997,97.309998,98.320000,93.878334,2434800
2011-02-22,96.050003,96.199997,92.910004,93.290001,89.075584,3847200
2011-02-23,93.099998,93.110001,87.540001,89.250000,85.218094,7028500
2011-02-24,89.349998,90.760002,89.080002,89.809998,85.752762,3940600
2011-02-25,90.570000,90.919998,89.750000,89.879997,85.819633,2600500
2011-02-28,91.010002,91.019997,89.769997,90.019997,85.953300,2299600
2011-03-01,90.570000,90.580002,87.599998,87.879997,83.909950,4843700
2011-03-02,88.010002,88.650002,86.320000,87.320000,83.375267,3989400
2011-03-03,88.330002,90.580002,88.180000,89.790001,85.733688,4555900
2011-03-04,89.870003,90.000000,87.800003,88.690002,84.683365,2747800
2011-03-07,88.879997,89.379997,87.110001,88.260002,84.272789,3360200
2011-03-08,88.269997,90.300003,88.269997,89.949997,85.886444,3590900
2011-03-09,89.529999,91.000000,89.000000,90.779999,86.678940,2630800
2011-03-10,89.720001,91.330002,88.800003,89.949997,85.886444,3273600
2011-03-11,90.080002,91.250000,89.860001,90.709999,86.612114,2942900
2011-03-14,89.720001,89.860001,87.199997,88.629997,84.626099,5338000
2011-03-15,86.019997,89.059998,85.970001,87.790001,83.824028,3925800
2011-03-16,87.360001,87.660004,85.029999,85.279999,81.538887,4906800
2011-03-17,89.790001,90.400002,87.489998,87.889999,84.034401,6607500
2011-03-18,90.099998,90.209999,88.269997,89.279999,85.363403,3956300
2011-03-21,90.370003,90.480003,89.610001,89.860001,85.917976,2140600
2011-03-22,89.669998,89.680000,88.190002,88.290001,84.416847,1950500
2011-03-23,87.830002,89.379997,87.050003,88.959999,85.057449,1950600
2011-03-24,89.279999,90.900002,89.120003,90.790001,86.807167,2527400
2011-03-25,90.870003,91.059998,89.849998,90.279999,86.319534,2311000
2011-03-28,91.089996,93.680000,90.599998,93.019997,88.939354,4364500
2011-03-29,92.930000,93.300003,92.129997,93.040001,88.958443,1753900
2011-03-30,93.309998,94.400002,93.139999,93.750000,89.637329,1639600
2011-03-31,93.209999,94.410004,93.019997,93.550003,89.446083,1613500
2011-04-01,95.000000,96.500000,94.580002,95.000000,90.832481,3424800
2011-04-04,95.010002,95.419998,94.459999,95.120003,90.947212,1309700
2011-04-05,94.690002,95.279999,94.110001,94.190002,90.058029,1436900
2011-04-06,95.160004,95.349998,93.800003,94.589996,90.440468,1620200
2011-04-07,94.260002,94.720001,93.410004,93.910004,89.790291,1475000
2011-04-08,93.849998,94.180000,90.820000,91.160004,87.160942,2919300
2011-04-11,91.300003,92.860001,90.660004,92.529999,88.470840,3345600
2011-04-12,92.169998,94.400002,91.959999,94.080002,89.952843,3368000
2011-04-13,94.589996,94.669998,93.070000,93.430000,89.331360,2108900
2011-04-14,92.940002,93.989998,92.660004,92.940002,88.862846,2148800
2011-04-15,93.010002,93.349998,92.190002,92.580002,88.518654,1976000
2011-04-18,91.339996,92.239998,91.099998,91.959999,87.925858,2293200
2011-04-19,92.510002,92.980003,91.519997,91.849998,87.820671,1678500
2011-04-20,93.000000,94.190002,92.360001,93.230003,89.140121,1901200
2011-04-21,93.720001,94.230003,93.389999,93.940002,89.818970,1816300
2011-04-25,93.750000,94.129997,92.900002,93.849998,89.732918,1347000
2011-04-26,94.260002,95.029999,94.059998,94.489998,90.344841,1900000
2011-04-27,94.650002,94.989998,93.370003,94.800003,90.641251,1513500
2011-04-28,94.529999,95.760002,94.449997,95.279999,91.100197,1614500
2011-04-29,95.550003,96.250000,95.300003,95.669998,91.473099,1431400
2011-05-02,96.250000,96.889999,94.029999,94.370003,90.230125,2280800
2011-05-03,94.000000,94.779999,93.629997,94.220001,90.086685,1528300
2011-05-04,93.699997,94.580002,92.419998,92.639999,88.575989,2292800
2011-05-05,92.160004,95.989998,91.800003,95.290001,91.109764,3636400
2011-05-06,96.139999,96.389999,95.139999,95.650002,91.453979,2520900
2011-05-09,95.599998,95.639999,94.559998,94.910004,90.746429,1542000
2011-05-10,95.360001,96.239998,95.160004,95.739998,91.540024,1658800
2011-05-11,95.430000,96.500000,94.790001,95.160004,90.985451,2580200
2011-05-12,95.110001,95.129997,94.040001,94.959999,90.794220,2235900
2011-05-13,95.169998,95.500000,93.500000,93.580002,89.474770,2780400
2011-05-16,93.379997,94.430000,92.980003,93.180000,89.092316,1939600
2011-05-17,92.849998,92.919998,92.050003,92.589996,88.528183,2144000
2011-05-18,92.870003,94.209999,92.300003,93.650002,89.541710,1923100
2011-05-19,94.010002,94.650002,93.500000,94.580002,90.430916,1919700
2011-05-20,94.459999,94.589996,93.559998,93.820000,89.704231,1377800
2011-05-23,92.559998,92.690002,91.050003,92.040001,88.002335,2539500
2011-05-24,92.209999,92.419998,90.930000,91.480003,87.466881,1604200
2011-05-25,90.959999,92.300003,90.820000,91.839996,87.811111,1727900
2011-05-26,91.309998,91.900002,90.800003,91.360001,87.352165,2346200
2011-05-27,91.849998,92.349998,91.599998,91.900002,87.868484,1222100
2011-05-31,92.629997,93.730003,92.580002,93.639999,89.532127,2378700
2011-06-01,93.949997,94.389999,91.410004,91.430000,87.419090,3444300
2011-06-02,91.790001,92.500000,91.000000,91.519997,87.505135,1958100
2011-06-03,90.320000,91.000000,89.900002,90.150002,86.195259,2139300
2011-06-06,89.989998,90.559998,87.650002,87.750000,83.900520,3268200
2011-06-07,87.949997,88.230003,86.680000,86.760002,82.953957,3211800
2011-06-08,86.540001,86.900002,85.459999,85.589996,81.835289,3320700
2011-06-09,86.080002,86.790001,85.800003,86.209999,82.428078,2938200
2011-06-10,86.230003,86.389999,84.790001,85.379997,81.634491,2707900
2011-06-13,85.370003,86.150002,84.949997,85.919998,82.150803,2444200
2011-06-14,86.589996,88.000000,86.220001,87.430000,83.594566,2732100
2011-06-15,86.430000,87.290001,86.099998,86.489998,82.818947,2357200
2011-06-16,86.709999,87.519997,86.000000,86.480003,82.809380,2095300
2011-06-17,87.260002,87.690002,86.669998,86.989998,83.297737,2131400
2011-06-20,86.830002,87.860001,86.610001,87.500000,83.786064,1809200
2011-06-21,88.430000,89.480003,81.220001,89.129997,85.346886,3292100
2011-06-22,91.500000,92.410004,90.660004,91.440002,87.558838,6023500
2011-06-23,91.120003,93.449997,90.599998,92.959999,89.014328,4850000
2011-06-24,92.910004,93.449997,91.570000,91.870003,87.970604,4282900
2011-06-27,91.970001,93.000000,91.610001,92.849998,88.909004,1930900
2011-06-28,93.129997,94.190002,92.769997,94.019997,90.029312,1762100
2011-06-29,94.500000,94.910004,93.099998,93.629997,89.655876,2283700
2011-06-30,93.839996,94.949997,93.800003,94.849998,90.824120,2079300
2011-07-01,94.680000,96.830002,94.559998,96.519997,92.423210,2464600
2011-07-05,96.169998,96.250000,95.199997,95.500000,91.446495,1870700
2011-07-06,95.580002,97.070000,95.559998,96.779999,92.672211,2365900
2011-07-07,97.690002,98.660004,96.919998,98.500000,94.319183,2958600
2011-07-08,97.239998,97.699997,96.959999,97.559998,93.419083,2229100
2011-07-11,96.750000,96.750000,94.470001,95.080002,91.044350,2534700
2011-07-12,94.699997,95.089996,93.809998,94.080002,90.086784,2958900
2011-07-13,94.739998,95.589996,93.989998,94.250000,90.249573,2133100
2011-07-14,94.459999,94.980003,92.779999,93.059998,89.110077,2829000
2011-07-15,92.970001,93.279999,91.260002,92.199997,88.286583,3206100
2011-07-18,91.800003,91.889999,90.050003,90.459999,86.620438,3612000
2011-07-19,91.220001,92.239998,90.580002,91.769997,87.874878,2550100
2011-07-20,92.010002,92.809998,91.300003,92.190002,88.277008,2182100
2011-07-21,92.690002,94.070000,92.330002,93.080002,89.129219,1984100
2011-07-22,93.260002,93.620003,92.199997,92.790001,88.851563,1635200
2011-07-25,91.699997,92.349998,91.480003,91.879997,87.980171,1867500
2011-07-26,90.430000,91.449997,88.699997,91.000000,87.137520,4588900
2011-07-27,90.239998,90.339996,88.550003,89.139999,85.356476,4036700
2011-07-28,89.440002,90.180000,87.739998,87.860001,84.130783,3454700
2011-07-29,86.910004,88.169998,86.330002,86.879997,83.192360,3024200
2011-08-01,88.050003,88.050003,85.019997,86.000000,82.349739,4119600
2011-08-02,85.370003,86.029999,83.959999,84.440002,80.855988,4101600
2011-08-03,84.599998,86.000000,83.459999,85.739998,82.100777,4380700
2011-08-04,84.779999,85.040001,81.980003,82.099998,78.615265,4364100
2011-08-05,83.220001,83.720001,80.180000,82.360001,78.864250,5026700
2011-08-08,80.339996,81.910004,77.500000,77.540001,74.248817,5679800
2011-08-09,79.190002,79.889999,75.500000,79.750000,76.365005,4804200
2011-08-10,78.529999,78.669998,75.129997,75.320000,72.123070,4640500
2011-08-11,75.779999,81.300003,75.669998,79.879997,76.489502,4746300
2011-08-12,80.290001,81.290001,79.000000,80.480003,77.064041,3280200
2011-08-15,81.199997,81.980003,80.150002,81.849998,78.375885,2698900
2011-08-16,80.900002,81.699997,79.279999,80.099998,76.700172,3826100
2011-08-17,80.519997,81.269997,78.470001,79.129997,75.771339,2951400
2011-08-18,77.059998,77.339996,73.489998,74.459999,71.299545,4502100
2011-08-19,74.110001,75.769997,72.889999,73.160004,70.054726,3477900
2011-08-22,74.919998,75.000000,72.160004,73.000000,69.901527,3420900
2011-08-23,73.570000,74.790001,72.669998,74.790001,71.615540,3857900
2011-08-24,74.699997,77.000000,74.230003,76.599998,73.348740,3685900
2011-08-25,77.290001,77.440002,74.150002,74.760002,71.586838,2617400
2011-08-26,74.169998,75.849998,72.570000,75.720001,72.506088,4011800
2011-08-29,76.669998,78.790001,76.669998,78.750000,75.407471,2673300
2011-08-30,78.309998,79.330002,77.680000,78.830002,75.484093,2065500
2011-08-31,79.519997,80.709999,78.169998,78.720001,75.378746,3246500
2011-09-01,78.720001,80.110001,77.900002,78.040001,74.727608,2814000
2011-09-02,75.949997,76.489998,74.459999,74.900002,71.720879,2739400
2011-09-06,72.430000,73.820000,71.330002,73.599998,70.476044,4053700
2011-09-07,74.879997,76.639999,74.339996,76.269997,73.032722,3250400
2011-09-08,75.709999,76.199997,74.650002,74.989998,71.929672,2543800
2011-09-09,74.040001,75.080002,72.900002,73.400002,70.404572,2555400
2011-09-12,72.389999,73.779999,71.540001,73.629997,70.625153,3259500
2011-09-13,73.639999,75.459999,73.110001,74.970001,71.910461,3226900
2011-09-14,75.629997,77.120003,73.750000,76.010002,72.908035,3146700
2011-09-15,77.000000,77.330002,75.639999,77.080002,73.934402,2218300
2011-09-16,77.570000,77.919998,75.269997,76.400002,73.282127,3689800
2011-09-19,74.989998,76.160004,74.680000,75.760002,72.668236,2869600
2011-09-20,75.949997,76.839996,75.000000,75.220001,72.150269,3036000
2011-09-21,75.000000,75.320000,72.500000,72.500000,69.541290,4094900
2011-09-22,70.040001,70.089996,64.550003,66.580002,63.862907,11368000
2011-09-23,66.860001,68.430000,66.610001,67.300003,64.553513,4468200
2011-09-26,68.099998,69.820000,67.709999,69.750000,66.903534,4467100
2011-09-27,71.510002,71.620003,70.120003,70.529999,67.651672,4112700
2011-09-28,70.940002,71.070000,69.099998,69.199997,66.375938,3511200
2011-09-29,70.459999,70.809998,68.239998,69.699997,66.855537,3226500
2011-09-30,68.980003,69.550003,67.620003,67.680000,64.917976,2730900
2011-10-03,66.900002,67.919998,64.970001,65.150002,62.491241,4643600
2011-10-04,64.180000,67.910004,64.070000,67.860001,65.090622,4400000
2011-10-05,68.040001,70.919998,67.680000,70.410004,67.536583,4889800
2011-10-06,70.110001,72.519997,69.330002,72.199997,69.253510,3260900
2011-10-07,72.309998,72.459999,70.879997,71.059998,68.160042,3389600
2011-10-10,72.459999,73.629997,72.010002,73.620003,70.615578,1957800
2011-10-11,73.250000,73.699997,72.599998,73.430000,70.433327,2055700
2011-10-12,73.980003,76.129997,73.820000,75.180000,72.111916,3034800
2011-10-13,74.419998,74.419998,73.260002,73.870003,70.855362,3055800
2011-10-14,74.760002,75.820000,74.650002,75.739998,72.649040,2272800
2011-10-17,75.470001,75.550003,73.650002,73.970001,70.951294,2543600
2011-10-18,73.839996,76.559998,73.470001,75.620003,72.533951,2486000
2011-10-19,75.690002,76.150002,74.970001,75.279999,72.207825,2037300
2011-10-20,75.330002,76.820000,74.959999,76.589996,73.464355,2634400
2011-10-21,77.419998,79.919998,77.180000,79.339996,76.102142,4153200
2011-10-24,79.900002,82.400002,79.900002,81.519997,78.193169,3549200
2011-10-25,80.510002,81.860001,79.199997,80.720001,77.425812,3689200
2011-10-26,81.949997,82.199997,79.940002,81.360001,78.039711,2958000
2011-10-27,83.510002,85.750000,82.930000,84.730003,81.272179,4106700
2011-10-28,84.400002,85.000000,83.309998,84.250000,80.811760,2882400
2011-10-31,83.419998,84.160004,81.800003,81.830002,78.490524,2542900
2011-11-01,78.910004,80.629997,78.610001,79.570000,76.322754,2703800
2011-11-02,80.900002,81.339996,79.529999,80.570000,77.281952,1952900
2011-11-03,81.540001,82.529999,80.349998,82.339996,78.979721,1781900
2011-11-04,81.790001,82.209999,80.309998,82.010002,78.663177,1634300
2011-11-07,82.040001,82.860001,80.599998,81.930000,78.586433,1867200
2011-11-08,82.379997,83.129997,81.260002,83.010002,79.622368,1552000
2011-11-09,81.400002,81.489998,78.849998,79.349998,76.111740,2199400
2011-11-10,80.349998,80.599998,79.400002,80.120003,76.850296,1866800
2011-11-11,81.360001,82.389999,81.120003,82.230003,78.874207,1814700
2011-11-14,81.620003,82.370003,80.779999,81.410004,78.087677,1203200
2011-11-15,81.570000,83.449997,81.150002,82.639999,79.267479,2675800
2011-11-16,81.800003,83.120003,81.419998,81.489998,78.164421,1911400
2011-11-17,81.330002,82.010002,79.680000,80.279999,77.003769,2236200
2011-11-18,81.190002,82.160004,80.800003,81.220001,77.905411,2239700
2011-11-21,79.519997,80.000000,78.220001,79.379997,76.140518,2036000
2011-11-22,79.040001,79.370003,77.949997,78.209999,75.018250,1598200
2011-11-23,77.370003,77.739998,76.330002,76.559998,73.435593,2053100
2011-11-25,76.500000,77.379997,76.059998,76.080002,72.975182,1005200
2011-11-28,78.760002,80.519997,78.309998,78.930000,75.708862,2627300
2011-11-29,79.470001,80.379997,78.410004,78.580002,75.373154,2683100
2011-11-30,81.360001,83.199997,81.099998,83.080002,79.689507,3545100
2011-12-01,82.519997,82.750000,81.610001,82.029999,78.682373,2110000
2011-12-02,83.169998,83.459999,81.959999,82.139999,78.787857,2646500
2011-12-05,83.860001,84.220001,82.379997,83.199997,79.804611,2709800
2011-12-06,83.430000,83.529999,82.099998,82.669998,79.296265,2109400
2011-12-07,82.480003,84.660004,82.050003,84.190002,80.754219,2450100
2011-12-08,83.510002,84.430000,82.180000,82.470001,79.104431,2654100
2011-12-09,82.690002,83.639999,82.019997,83.239998,79.969017,1803400
2011-12-12,81.940002,82.180000,80.949997,81.629997,78.422302,2377800
2011-12-13,82.089996,82.410004,78.290001,78.959999,75.857224,3509400
2011-12-14,78.669998,79.070000,76.949997,77.290001,74.252846,4152100
2011-12-15,80.139999,83.809998,79.970001,83.470001,80.189987,9170500
2011-12-16,84.099998,86.370003,83.919998,84.889999,81.554214,5314900
2011-12-19,84.750000,85.419998,80.910004,81.349998,78.153297,3132100
2011-12-20,82.980003,84.389999,82.769997,83.809998,80.516640,2591400
2011-12-21,83.599998,84.309998,82.379997,84.239998,80.929733,1854600
2011-12-22,84.559998,85.360001,84.029999,84.470001,81.150703,1247900
2011-12-23,84.720001,85.050003,83.809998,84.919998,81.583008,1247700
2011-12-27,84.820000,85.410004,84.570000,84.699997,81.371666,1127600
2011-12-28,84.570000,84.699997,82.779999,82.970001,79.709648,1561800
2011-12-29,83.400002,84.389999,83.000000,84.309998,80.996986,1313300
2011-12-30,84.470001,84.510002,83.330002,83.510002,80.228424,1447200
2012-01-03,85.470001,85.910004,84.480003,85.169998,81.823196,2210000
2012-01-04,84.730003,85.169998,84.209999,84.959999,81.621445,1443400
2012-01-05,84.419998,84.489998,82.790001,84.089996,80.785629,2218600
2012-01-06,84.559998,86.059998,84.529999,85.489998,82.130630,2156700
2012-01-09,85.839996,85.980003,85.239998,85.849998,82.476471,1659600
2012-01-10,87.160004,89.400002,87.150002,88.510002,85.031952,3403000
2012-01-11,88.080002,90.029999,87.769997,89.760002,86.232834,3055300
2012-01-12,90.080002,91.400002,89.889999,91.190002,87.606644,3324400
2012-01-13,90.019997,90.500000,88.849998,90.370003,86.818848,2659800
2012-01-17,90.139999,90.860001,89.070000,89.980003,86.444199,2424800
2012-01-18,90.050003,91.459999,89.879997,91.139999,87.558586,2189600
2012-01-19,91.680000,93.519997,91.449997,93.040001,89.383942,2781500
2012-01-20,92.589996,92.599998,91.250000,91.570000,87.971710,2448100
2012-01-23,91.739998,92.519997,90.519997,91.059998,87.481750,1662900
2012-01-24,90.400002,91.199997,89.669998,90.790001,87.222374,1467800
2012-01-25,90.690002,92.629997,90.070000,92.589996,88.951607,1727400
2012-01-26,92.750000,93.500000,92.269997,92.739998,89.095741,1659200
2012-01-27,92.239998,93.480003,91.779999,92.949997,89.297462,1910600
2012-01-30,92.110001,92.339996,91.500000,92.160004,88.538528,1723400
2012-01-31,92.330002,92.330002,90.419998,91.489998,87.894836,1723900
2012-02-01,92.790001,93.239998,91.989998,92.699997,89.057289,2013800
2012-02-02,93.070000,93.440002,92.080002,92.790001,89.143768,1299700
2012-02-03,93.769997,94.540001,93.610001,94.540001,90.824989,1620600
2012-02-06,94.559998,95.599998,94.519997,95.250000,91.507103,2122700
2012-02-07,94.550003,95.089996,93.599998,94.720001,90.997917,1837500
2012-02-08,94.949997,95.330002,94.040001,94.480003,90.767357,1361200
2012-02-09,94.419998,95.260002,94.250000,94.800003,91.074791,1573000
2012-02-10,93.889999,95.349998,93.599998,95.269997,91.526306,1585900
2012-02-13,95.800003,97.190002,95.650002,96.980003,93.169128,2120500
2012-02-14,96.519997,96.980003,94.839996,95.550003,91.795319,2307200
2012-02-15,95.970001,95.970001,93.699997,94.150002,90.450333,1714300
2012-02-16,93.989998,95.330002,93.989998,95.000000,91.266930,1847900
2012-02-17,95.730003,95.839996,92.510002,92.989998,89.335899,5154300
2012-02-21,93.110001,93.150002,90.410004,91.010002,87.433731,3594300
2012-02-22,90.739998,91.839996,90.660004,90.750000,87.183914,1843300
2012-02-23,91.199997,92.300003,90.500000,91.970001,88.355980,1568300
2012-02-24,91.989998,92.220001,89.839996,90.239998,86.693970,2300300
2012-02-27,89.529999,92.430000,89.419998,91.360001,87.769936,2105400
2012-02-28,91.430000,91.910004,90.400002,90.980003,87.404877,2204400
2012-02-29,90.980003,91.849998,89.769997,89.989998,86.453781,2953200
2012-03-01,90.150002,91.760002,90.150002,91.120003,87.539391,2019300
2012-03-02,91.169998,91.680000,90.510002,90.779999,87.212738,1147400
2012-03-05,90.580002,90.730003,89.800003,90.430000,86.876503,1263100
2012-03-06,89.110001,89.370003,88.029999,88.750000,85.262520,2257900
2012-03-07,89.230003,90.180000,89.029999,89.760002,86.232834,1724800
2012-03-08,90.620003,91.500000,89.669998,90.989998,87.541283,2103400
2012-03-09,91.440002,92.190002,90.070000,91.790001,88.310959,1801100
2012-03-12,91.830002,91.930000,90.360001,91.330002,87.868408,1408600
2012-03-13,92.000000,92.970001,91.400002,92.879997,89.359642,1625000
2012-03-14,92.900002,92.970001,91.449997,92.199997,88.705421,1434600
2012-03-15,92.500000,95.040001,92.339996,94.610001,91.024063,2629000
2012-03-16,94.860001,95.080002,93.570000,94.339996,90.764297,2477000
2012-03-19,95.870003,95.980003,94.489998,94.889999,91.293457,2442300
2012-03-20,94.570000,95.260002,93.879997,94.639999,91.052933,1637600
2012-03-21,94.970001,96.889999,94.419998,95.820000,92.188210,4099600
2012-03-22,93.360001,94.150002,91.260002,92.500000,88.994049,6667800
2012-03-23,92.320000,92.519997,90.389999,92.379997,88.878601,3633800
2012-03-26,93.150002,93.290001,92.239998,92.769997,89.253807,3102700
2012-03-27,92.919998,93.180000,91.889999,91.900002,88.416809,2429600
2012-03-28,92.129997,92.230003,90.510002,91.489998,88.022331,2569800
2012-03-29,90.699997,91.870003,89.900002,91.739998,88.262840,2118500
2012-03-30,92.080002,92.309998,91.040001,91.959999,88.474518,1684200
2012-04-02,92.040001,92.849998,91.500000,92.190002,88.695793,1658300
2012-04-03,91.970001,92.279999,90.559998,91.489998,88.022331,1825100
2012-04-04,90.849998,91.080002,90.120003,90.639999,87.204544,1457900
2012-04-05,90.269997,90.620003,90.029999,90.389999,86.964035,1230700
2012-04-09,88.900002,89.269997,88.160004,88.470001,85.116791,2118200
2012-04-10,88.150002,88.300003,86.419998,86.629997,83.346527,2575300
2012-04-11,87.809998,88.500000,87.580002,87.910004,84.578018,2360400
2012-04-12,88.059998,90.349998,88.040001,89.839996,86.434875,2631700
2012-04-13,89.230003,89.779999,88.000000,88.029999,84.693481,2058900
2012-04-16,88.570000,88.900002,87.739998,88.180000,84.837784,1550400
2012-04-17,89.000000,90.769997,88.739998,90.459999,87.031387,2306000
2012-04-18,90.250000,90.849998,89.849998,90.389999,86.964035,1371600
2012-04-19,90.419998,90.690002,88.699997,89.389999,86.001923,2058400
2012-04-20,89.519997,90.129997,88.970001,89.669998,86.271324,2421700
2012-04-23,88.650002,88.750000,87.559998,88.110001,84.770447,1876200
2012-04-24,88.559998,89.190002,88.150002,88.940002,85.568977,1257200
2012-04-25,89.330002,89.830002,87.699997,88.220001,84.876259,1788000
2012-04-26,87.290001,87.730003,86.199997,87.550003,84.231651,2988900
2012-04-27,88.099998,88.480003,87.000000,88.239998,84.895500,1698900
2012-04-30,88.290001,88.750000,87.830002,88.239998,84.895500,1243800
2012-05-01,88.139999,89.830002,87.570000,89.040001,85.665184,1385200
2012-05-02,88.750000,89.570000,88.470001,89.349998,85.963448,943200
2012-05-03,89.150002,89.750000,88.750000,88.860001,85.492035,2199300
2012-05-04,89.019997,89.660004,88.199997,89.300003,85.915337,2839900
2012-05-07,88.239998,90.120003,88.110001,89.370003,85.982697,1797100
2012-05-08,88.720001,89.029999,87.820000,88.959999,85.588226,2156300
2012-05-09,87.760002,87.800003,86.669998,87.129997,83.827568,2547100
2012-05-10,87.510002,88.589996,86.470001,86.650002,83.365807,1714700
2012-05-11,86.169998,88.059998,86.169998,87.800003,84.472198,1628800
2012-05-14,86.830002,88.330002,86.800003,87.779999,84.452950,1578300
2012-05-15,87.750000,88.839996,87.379997,87.809998,84.481842,1976500
2012-05-16,88.379997,89.500000,87.790001,87.889999,84.558784,1609500
2012-05-17,87.919998,88.459999,86.680000,86.769997,83.481232,3414200
2012-05-18,87.260002,87.349998,84.860001,85.070000,81.845665,2555400
2012-05-21,85.010002,86.900002,84.900002,86.699997,83.413879,1547900
2012-05-22,86.900002,87.790001,86.320000,86.849998,83.558197,1730600
2012-05-23,86.099998,88.900002,85.820000,88.739998,85.376556,2152500
2012-05-24,88.839996,90.400002,88.739998,90.019997,86.608032,2244100
2012-05-25,90.239998,90.500000,88.680000,89.279999,85.896095,1301700
2012-05-29,89.669998,91.430000,89.510002,90.980003,87.531670,1565600
2012-05-30,89.440002,90.239998,88.650002,88.930000,85.559357,1649400
2012-05-31,88.800003,89.959999,87.620003,89.139999,85.761406,1619700
2012-06-01,87.220001,87.550003,85.089996,85.250000,82.018829,3163500
2012-06-04,85.190002,85.989998,84.519997,85.199997,81.970741,1956800
2012-06-05,85.099998,85.690002,83.800003,84.339996,81.143326,2227900
2012-06-06,85.000000,86.830002,84.910004,86.830002,83.538963,2402800
2012-06-07,88.019997,88.360001,86.000000,86.099998,82.836632,2643400
2012-06-08,86.449997,87.629997,86.000000,87.570000,84.250908,1760300
2012-06-11,88.169998,88.349998,86.120003,86.279999,83.009796,2126500
2012-06-12,86.470001,87.830002,85.970001,87.690002,84.366364,1783300
2012-06-13,87.089996,87.410004,85.570000,86.190002,82.923225,2573000
2012-06-14,86.529999,87.440002,85.989998,86.839996,83.684517,2333700
2012-06-15,87.349998,87.669998,86.540001,87.629997,84.445808,2093600
2012-06-18,87.400002,88.989998,87.160004,88.510002,85.293839,2619200
2012-06-19,87.019997,91.949997,86.790001,91.010002,87.703003,4691900
2012-06-20,90.639999,92.309998,90.309998,91.339996,88.020981,3132200
2012-06-21,91.760002,92.160004,90.550003,90.629997,87.336784,2893600
2012-06-22,91.260002,91.260002,89.830002,90.540001,87.250076,2713300
2012-06-25,89.570000,89.629997,87.820000,88.809998,85.582924,1933400
2012-06-26,88.830002,89.019997,87.180000,87.550003,84.368721,2202800
2012-06-27,87.599998,88.209999,87.129997,87.900002,84.706001,1836500
2012-06-28,87.419998,88.900002,87.309998,88.790001,85.563660,1432300
2012-06-29,90.290001,91.610001,89.680000,91.610001,88.281181,2078200
2012-07-02,91.589996,91.870003,89.550003,91.540001,88.213737,1833700
2012-07-03,91.440002,92.800003,91.129997,92.599998,89.235222,1033100
2012-07-05,91.910004,92.570000,91.400002,92.110001,88.763031,1398500
2012-07-06,91.250000,91.989998,90.500000,91.279999,87.963158,1310300
2012-07-09,91.070000,91.760002,90.650002,91.129997,87.818619,1162900
2012-07-10,90.989998,91.980003,89.919998,90.480003,87.192253,1668100
2012-07-11,90.309998,90.980003,89.980003,90.610001,87.317520,1637900
2012-07-12,90.000000,90.099998,88.930000,89.500000,86.247849,2173600
2012-07-13,89.629997,92.570000,89.629997,92.349998,88.994293,1847300
2012-07-16,92.070000,92.290001,91.419998,91.919998,88.579918,1210500
2012-07-17,92.089996,92.089996,90.209999,91.250000,87.934273,2011900
2012-07-18,91.080002,93.000000,90.910004,92.720001,89.350845,1322200
2012-07-19,92.790001,93.169998,92.529999,92.790001,89.418304,1289300
2012-07-20,92.080002,92.290001,89.980003,90.080002,86.806770,2135900
2012-07-23,88.690002,89.559998,88.400002,89.260002,86.016586,1476500
2012-07-24,88.160004,88.470001,86.220001,87.669998,84.484344,3751500
2012-07-25,87.959999,88.050003,86.839996,87.230003,84.060341,2105300
2012-07-26,88.739998,89.339996,88.199997,88.550003,85.332375,1893600
2012-07-27,89.510002,91.809998,88.949997,90.889999,87.587326,2397900
2012-07-30,90.519997,91.169998,90.330002,90.989998,87.683701,1396900
2012-07-31,90.949997,91.209999,90.290001,90.300003,87.018799,1760700
2012-08-01,90.660004,90.800003,88.400002,88.849998,85.621468,1725100
2012-08-02,87.709999,88.349998,87.040001,87.919998,84.725258,1901200
2012-08-03,89.040001,90.209999,89.019997,89.820000,86.556221,1623400
2012-08-06,90.330002,90.800003,89.860001,90.120003,86.845306,906600
2012-08-07,90.680000,90.680000,89.389999,89.820000,86.556221,1411700
2012-08-08,89.500000,89.529999,88.699997,89.309998,86.064758,1345800
2012-08-09,89.300003,89.459999,88.500000,88.660004,85.438377,1481500
2012-08-10,88.050003,88.379997,87.230003,87.800003,84.609642,2222900
