Date,Open,High,Low,Close,Adj Close,Volume
2013-01-03,195.669998,196.289993,194.440002,195.270004,167.937195,3644700
2013-01-04,194.190002,194.460007,192.779999,193.990005,166.836380,3380200
2013-01-07,193.399994,193.779999,192.339996,193.139999,166.105377,2862300
2013-01-08,192.919998,193.300003,191.600006,192.869995,165.873154,3026900
2013-01-09,193.479996,193.490005,191.649994,192.320007,165.400131,3212000
2013-01-10,192.649994,192.960007,191.279999,192.880005,165.881775,3608100
2013-01-11,194.149994,195.000000,192.899994,194.449997,167.232010,3880400
2013-01-14,192.820007,193.279999,191.750000,192.619995,165.658142,4172200
2013-01-15,191.309998,192.729996,190.389999,192.500000,165.554947,4172100
2013-01-16,192.000000,193.179993,191.350006,192.589996,165.632324,2962900
2013-01-17,193.850006,194.460007,193.240005,193.649994,166.543976,3881600
2013-01-18,194.029999,195.000000,193.800003,194.470001,167.249222,4559600
2013-01-22,194.360001,196.080002,194.009995,196.080002,168.633835,7172300
2013-01-23,203.500000,208.580002,203.360001,204.720001,176.064468,12530500
2013-01-24,203.910004,205.059998,203.080002,204.419998,175.806442,4447200
2013-01-25,204.449997,205.179993,204.130005,204.970001,176.279495,3358900
2013-01-28,204.850006,206.220001,204.289993,204.929993,176.245056,2823700
2013-01-29,204.339996,205.729996,203.639999,203.899994,175.359253,3617100
2013-01-30,203.690002,204.880005,203.190002,203.520004,175.032410,2998400
2013-01-31,203.320007,204.470001,202.960007,203.070007,174.645447,3091400
2013-02-01,204.649994,205.350006,203.839996,205.179993,176.460068,3370700
2013-02-04,204.190002,205.020004,203.570007,203.789993,175.264618,3188800
2013-02-05,204.309998,204.750000,202.509995,202.789993,174.404617,3636900
2013-02-06,200.389999,201.289993,199.559998,201.020004,173.610077,3624200
2013-02-07,200.619995,200.910004,198.679993,199.740005,172.504578,3076700
2013-02-08,199.970001,202.089996,199.679993,201.679993,174.180069,2893300
2013-02-11,200.979996,201.949997,199.750000,200.160004,172.867310,2944700
2013-02-12,200.009995,200.740005,199.020004,200.039993,172.763687,2461800
2013-02-13,200.649994,200.949997,199.570007,200.089996,172.806885,2169800
2013-02-14,199.729996,200.320007,199.259995,199.649994,172.426849,3294200
2013-02-15,199.979996,201.250000,199.820007,200.979996,173.575500,3627800
2013-02-19,200.600006,201.889999,200.220001,200.320007,173.005524,2998300
2013-02-20,200.619995,201.720001,198.860001,199.309998,172.133209,3715400
2013-02-21,198.630005,199.070007,198.110001,198.330002,171.286835,3922900
2013-02-22,199.229996,201.089996,198.839996,201.089996,173.670517,3107900
2013-02-25,201.669998,202.490005,197.509995,197.509995,170.578659,3844800
2013-02-26,198.630005,199.899994,197.839996,199.139999,171.986420,3391600
2013-02-27,198.889999,202.750000,198.600006,202.330002,174.741425,4185100
2013-02-28,202.179993,203.119995,200.789993,200.830002,173.445984,4689200
2013-03-01,200.649994,202.940002,199.360001,202.910004,175.242355,3308300
2013-03-04,202.589996,205.190002,202.550003,205.190002,177.211472,3693400
2013-03-05,205.860001,207.699997,205.690002,206.529999,178.368729,3807800
2013-03-06,207.029999,208.490005,206.660004,208.380005,179.966476,3594800
2013-03-07,208.289993,209.600006,208.240005,209.419998,180.864685,3884400
2013-03-08,209.850006,210.740005,209.429993,210.380005,181.693787,3700500
2013-03-11,210.039993,210.199997,209.039993,210.080002,181.434692,3049700
2013-03-12,209.399994,210.729996,209.089996,210.550003,181.840591,3591600
2013-03-13,210.199997,212.360001,209.770004,212.059998,183.144684,3355900
2013-03-14,212.149994,215.860001,212.149994,215.800003,186.374741,5505500
2013-03-15,215.380005,215.899994,213.410004,214.919998,185.614716,7930300
2013-03-18,212.899994,214.500000,212.639999,213.210007,184.137909,3006000
2013-03-19,214.130005,215.119995,211.830002,213.440002,184.336502,3198600
2013-03-20,214.759995,215.820007,214.300003,215.059998,185.735626,3019000
2013-03-21,212.960007,213.000000,210.110001,212.259995,183.317413,5830400
2013-03-22,212.210007,213.169998,211.619995,212.080002,183.161987,3031500
2013-03-25,212.539993,212.809998,210.050003,210.740005,182.004684,3242500
2013-03-26,211.770004,212.500000,211.500000,212.360001,183.403839,2300300
2013-03-27,210.960007,212.160004,210.100006,210.889999,182.134216,3223400
2013-03-28,209.830002,213.440002,209.740005,213.300003,184.215622,3749900
2013-04-01,212.800003,213.500000,211.250000,212.380005,183.421051,2144500
2013-04-02,212.919998,214.710007,211.570007,214.360001,185.131088,3116800
2013-04-03,214.320007,214.889999,212.630005,212.660004,183.662888,3128800
2013-04-04,212.770004,212.929993,210.039993,211.309998,182.496979,3709500
2013-04-05,209.100006,209.839996,206.339996,209.410004,180.856049,4148000
2013-04-08,209.070007,209.320007,207.330002,209.320007,180.778320,2351200
2013-04-09,209.559998,210.000000,208.610001,209.220001,180.691956,2577300
2013-04-10,211.860001,212.509995,210.470001,212.000000,183.092896,3524200
2013-04-11,211.500000,213.089996,210.850006,212.919998,183.887466,3655600
2013-04-12,210.789993,211.490005,209.779999,211.380005,182.557449,3165400
2013-04-15,210.440002,211.690002,209.259995,209.259995,180.726486,4218100
2013-04-16,210.839996,212.000000,209.199997,212.000000,183.092896,2859500
2013-04-17,210.529999,211.089996,209.500000,209.669998,181.080597,3269800
2013-04-18,210.110001,210.250000,206.149994,207.149994,178.904175,6502000
2013-04-19,195.740005,196.500000,189.759995,190.000000,164.092682,18847000
2013-04-22,191.149994,191.380005,187.679993,187.830002,162.218582,9845400
2013-04-23,189.270004,192.550003,188.610001,191.610001,165.483139,6296100
2013-04-24,192.160004,192.500000,191.089996,191.710007,165.569489,3693900
2013-04-25,192.690002,195.169998,192.320007,193.949997,167.504105,4650900
2013-04-26,194.160004,194.710007,193.250000,194.309998,167.815002,3490300
2013-04-29,194.779999,199.679993,194.649994,199.149994,171.995056,5932400
2013-04-30,199.130005,202.589996,197.350006,202.539993,174.922791,7539900
2013-05-01,201.869995,202.169998,199.199997,199.630005,172.409607,4899100
2013-05-02,200.119995,202.429993,199.750000,202.389999,174.793259,3945100
2013-05-03,203.940002,205.320007,203.750000,204.509995,176.624161,4492700
2013-05-06,203.789993,203.990005,201.520004,202.779999,175.130081,4826500
2013-05-07,202.809998,203.729996,201.649994,203.630005,175.864182,3451000
2013-05-08,202.940002,204.850006,202.509995,204.820007,177.721039,3601700
2013-05-09,204.690002,205.000000,202.720001,203.240005,176.350067,3542300
2013-05-10,203.369995,204.529999,202.820007,204.470001,177.417328,3279200
2013-05-13,204.179993,204.470001,202.220001,202.470001,175.681931,3648400
2013-05-14,202.089996,203.669998,202.080002,203.210007,176.324036,3699700
2013-05-15,202.250000,203.679993,202.039993,203.320007,176.419464,4028100
2013-05-16,204.000000,206.589996,204.000000,204.690002,177.608215,4507000
2013-05-17,205.250000,209.500000,204.990005,208.440002,180.862091,5704100
2013-05-20,208.020004,209.149994,207.419998,207.600006,180.133224,3614500
2013-05-21,207.240005,209.479996,207.000000,208.649994,181.044266,2982900
2013-05-22,208.500000,210.149994,206.119995,206.990005,179.603928,5186800
2013-05-23,205.479996,208.610001,205.130005,206.160004,178.883759,5179100
2013-05-24,204.690002,206.429993,204.419998,205.720001,178.501953,3295800
2013-05-28,207.440002,208.589996,207.160004,207.779999,180.289444,4011500
2013-05-29,206.220001,208.419998,206.039993,207.919998,180.410858,3439400
2013-05-30,206.970001,210.990005,206.970001,209.360001,181.660370,4399700
2013-05-31,208.589996,211.979996,208.020004,208.020004,180.497650,4949000
2013-06-03,208.250000,210.050003,207.330002,208.949997,181.304565,3322000
2013-06-04,208.600006,209.000000,205.080002,206.190002,178.909790,3598300
2013-06-05,205.160004,206.289993,202.399994,202.740005,175.916229,4215400
2013-06-06,203.000000,204.199997,201.470001,203.800003,176.835983,3679400
2013-06-07,204.850006,206.350006,204.110001,206.350006,179.048615,2953400
2013-06-10,206.970001,206.979996,204.899994,205.020004,177.894592,2652300
2013-06-11,203.169998,205.949997,202.509995,203.979996,176.992188,2814400
2013-06-12,204.589996,205.229996,200.509995,201.199997,174.579987,3409800
2013-06-13,201.009995,204.399994,200.339996,203.770004,176.809937,2899500
2013-06-14,203.970001,204.740005,201.809998,202.199997,175.447662,2804500
2013-06-17,203.440002,205.169998,202.550003,203.039993,176.176559,3219900
2013-06-18,203.020004,206.089996,202.869995,204.869995,177.764435,3277800
2013-06-19,204.440002,205.029999,201.929993,201.940002,175.222092,2846100
2013-06-20,200.669998,201.699997,197.279999,197.350006,171.239365,4514800
2013-06-21,198.500000,198.520004,193.539993,195.460007,169.599426,8914800
2013-06-24,193.990005,194.910004,191.339996,193.539993,167.933441,4356200
2013-06-25,195.309998,195.589996,193.149994,194.979996,169.182922,3846200
2013-06-26,195.970001,196.229996,194.500000,194.860001,169.078812,3320200
2013-06-27,196.050003,196.899994,195.289993,195.649994,169.764297,3514200
2013-06-28,191.729996,192.660004,188.410004,191.110001,165.824982,10055800
2013-07-01,192.149994,193.800003,191.119995,191.279999,165.972458,4442400
2013-07-02,190.779999,193.229996,190.259995,191.500000,166.163345,3657700
2013-07-03,190.979996,194.220001,190.509995,193.250000,167.681839,1872600
2013-07-05,194.490005,195.160004,192.350006,194.929993,169.139526,2405400
2013-07-08,195.600006,195.779999,194.610001,194.979996,169.182922,2947500
2013-07-09,191.880005,192.800003,190.779999,191.300003,165.989822,5204200
2013-07-10,191.509995,193.429993,191.270004,192.250000,166.814102,3892000
2013-07-11,193.779999,194.110001,192.610001,192.800003,167.291336,4177500
2013-07-12,193.070007,193.699997,191.589996,192.070007,166.657959,4494700
2013-07-15,192.419998,194.889999,191.679993,194.000000,168.332611,5674700
2013-07-16,194.039993,194.580002,192.679993,193.850006,168.202469,3745300
2013-07-17,194.720001,194.889999,193.029999,194.550003,168.809814,6868400
2013-07-18,198.270004,200.940002,195.990005,197.990005,171.794693,8393400
2013-07-19,197.910004,197.990005,193.240005,193.539993,167.933441,6997600
2013-07-22,193.399994,195.789993,193.279999,194.089996,168.410690,3398000
2013-07-23,194.210007,196.429993,194.100006,194.979996,169.182922,2863800
2013-07-24,195.949997,197.300003,195.860001,196.610001,170.597275,2957900
2013-07-25,196.300003,197.830002,195.660004,197.220001,171.126541,3014300
2013-07-26,196.589996,197.369995,195.000000,197.350006,171.239365,2485100
2013-07-29,196.830002,197.190002,195.529999,196.210007,170.250214,2113700
2013-07-30,196.990005,197.830002,195.809998,196.009995,170.076675,2663200
2013-07-31,194.490005,196.910004,194.490005,195.039993,169.234970,3810000
2013-08-01,196.649994,197.169998,195.410004,195.809998,169.903122,2877700
2013-08-02,195.500000,195.500000,193.220001,195.160004,169.339142,3874000
2013-08-05,195.160004,195.880005,194.350006,195.500000,169.634140,2490900
2013-08-06,192.259995,192.509995,190.270004,190.990005,165.720810,5938500
2013-08-07,189.600006,189.929993,188.050003,188.559998,164.430206,3901700
2013-08-08,189.449997,189.869995,186.789993,187.929993,163.880829,4547600
2013-08-09,188.000000,189.160004,187.000000,187.820007,163.784943,3249600
2013-08-12,186.970001,189.559998,186.889999,189.089996,164.892410,3026500
2013-08-13,189.539993,189.990005,187.559998,188.419998,164.308121,3542900
2013-08-14,188.580002,188.929993,187.300003,187.529999,163.532059,2892300
2013-08-15,186.229996,187.000000,185.449997,185.789993,162.014679,3692400
2013-08-16,185.539993,186.460007,185.339996,185.339996,161.622299,3426400
2013-08-19,185.300003,186.500000,183.979996,184.229996,160.654327,3248900
2013-08-20,184.369995,185.630005,183.169998,184.559998,160.942078,3117800
2013-08-21,184.669998,186.570007,184.279999,184.860001,161.203735,3551000
2013-08-22,185.649994,186.250000,184.250000,185.190002,161.491455,2354300
2013-08-23,185.339996,185.740005,184.570007,185.419998,161.692047,2292700
2013-08-26,185.270004,187.000000,184.679993,184.740005,161.099075,2170400
2013-08-27,183.630005,184.500000,182.570007,182.740005,159.355011,3190700
2013-08-28,182.679993,183.470001,181.100006,182.160004,158.849228,3979200
2013-08-29,181.960007,183.699997,181.440002,182.639999,159.267807,2980900
2013-08-30,182.750000,182.990005,181.509995,182.270004,158.945160,2731000
2013-09-03,183.630005,184.320007,182.509995,183.960007,160.418900,3487200
2013-09-04,183.580002,184.190002,182.309998,183.130005,159.695084,2597900
2013-09-05,183.350006,185.000000,183.070007,184.149994,160.584564,2867600
2013-09-06,184.649994,184.990005,182.649994,183.029999,159.607880,2903500
2013-09-09,183.679993,185.490005,183.309998,184.979996,161.308334,3017200
2013-09-10,187.199997,187.649994,186.369995,186.600006,162.721069,3149600
2013-09-11,186.830002,190.869995,186.820007,190.699997,166.296371,4962900
2013-09-12,190.960007,191.320007,189.850006,190.729996,166.322525,3354800
2013-09-13,191.210007,193.100006,191.000000,192.169998,167.578247,3710400
2013-09-16,193.699997,194.809998,192.610001,193.149994,168.432861,3902400
2013-09-17,193.419998,194.149994,191.830002,192.160004,167.569519,2930900
2013-09-18,192.600006,194.889999,192.000000,194.419998,169.540329,3841800
2013-09-19,194.179993,194.889999,193.220001,193.389999,168.642105,3178100
2013-09-20,193.960007,194.429993,190.020004,190.020004,165.703400,8525900
2013-09-23,190.059998,192.410004,189.330002,190.990005,166.549271,3340800
2013-09-24,190.929993,191.559998,189.660004,189.970001,165.659760,3085300
2013-09-25,190.139999,190.619995,188.500000,189.470001,165.223801,2654500
2013-09-26,190.100006,191.759995,189.460007,190.220001,165.877792,2093600
2013-09-27,188.869995,188.940002,186.449997,186.919998,163.000015,3905500
2013-09-30,185.559998,186.740005,184.339996,185.179993,161.482758,3978200
2013-10-01,185.339996,186.649994,184.649994,186.380005,162.529221,2681200
2013-10-02,185.539993,186.309998,184.410004,184.960007,161.290909,3617100
2013-10-03,184.699997,184.960007,183.000000,183.860001,160.331665,3211800
2013-10-04,184.169998,185.130005,183.580002,184.100006,160.541000,2863600
2013-10-07,181.850006,183.309998,181.850006,182.009995,158.718430,3966400
2013-10-08,181.889999,181.990005,178.710007,178.720001,155.849457,5578300
2013-10-09,179.369995,181.669998,179.100006,181.320007,158.116714,4423500
2013-10-10,183.169998,184.770004,182.360001,184.770004,161.125214,3658900
2013-10-11,185.250000,186.229996,184.119995,186.160004,162.337372,3232600
2013-10-14,185.410004,186.990005,184.419998,186.970001,163.043686,2663100
2013-10-15,185.740005,185.940002,184.220001,184.660004,161.029327,3365100
2013-10-16,185.419998,186.729996,184.990005,186.729996,162.834412,6718000
2013-10-17,173.839996,177.000000,172.570007,174.830002,152.457214,22368900
2013-10-18,174.800003,175.000000,173.250000,173.779999,151.541611,10548000
2013-10-21,174.419998,174.750000,172.630005,172.860001,150.739365,7098700
2013-10-22,173.350006,175.570007,172.949997,174.970001,152.579330,6977300
2013-10-23,175.089996,175.990005,174.399994,175.770004,153.276932,5409400
2013-10-24,176.429993,177.889999,176.250000,177.800003,155.047180,5533300
2013-10-25,178.429993,179.100006,176.259995,176.850006,154.218735,4842800
2013-10-28,177.039993,177.889999,176.199997,177.350006,154.654785,3712700
2013-10-29,177.619995,182.320007,177.500000,182.119995,158.814331,8904600
2013-10-30,181.690002,182.179993,179.860001,180.149994,157.096451,5273700
2013-10-31,179.649994,181.669998,179.039993,179.210007,156.276749,4318100
2013-11-01,179.809998,180.339996,178.880005,179.229996,156.294174,3644500
2013-11-04,179.899994,180.800003,179.339996,180.270004,157.201096,3483300
2013-11-05,179.539993,179.800003,177.710007,177.850006,155.090744,6096800
2013-11-06,177.910004,179.750000,177.779999,179.190002,157.098480,4560700
2013-11-07,179.600006,181.389999,179.600006,180.000000,157.808594,5219500
2013-11-08,178.830002,180.080002,177.350006,179.990005,157.799820,6275000
2013-11-11,180.190002,183.389999,180.039993,182.880005,160.333496,5222300
2013-11-12,182.529999,184.050003,182.259995,183.070007,160.500107,4258500
2013-11-13,182.270004,183.550003,181.589996,183.550003,160.920929,4704400
2013-11-14,180.479996,183.199997,179.660004,182.210007,159.746140,6321500
2013-11-15,182.380005,183.279999,181.160004,183.190002,160.605301,5176100
2013-11-18,183.520004,184.990005,183.270004,184.470001,161.727478,5344900
2013-11-19,184.630005,186.199997,184.149994,185.250000,162.411346,4577000
2013-11-20,185.220001,186.240005,184.649994,185.190002,162.358719,3645800
2013-11-21,185.539993,185.750000,183.410004,184.130005,161.429443,4459500
2013-11-22,183.500000,184.990005,179.919998,181.300003,158.948318,7610200
2013-11-25,180.250000,180.750000,177.820007,178.940002,156.879288,7161900
2013-11-26,178.669998,178.940002,177.309998,177.309998,155.450226,5756000
2013-11-27,177.830002,180.179993,177.820007,178.970001,156.905563,4596500
2013-11-29,179.210007,180.759995,179.000000,179.679993,157.528046,2870500
2013-12-02,179.460007,179.589996,177.119995,177.479996,155.599258,4560000
2013-12-03,177.000000,178.229996,175.639999,176.080002,154.371857,5864000
2013-12-04,175.369995,177.500000,175.160004,175.740005,154.073776,5267400
2013-12-05,176.149994,176.860001,175.279999,176.080002,154.371857,4384900
2013-12-06,176.699997,178.000000,176.009995,177.669998,155.765823,4739800
2013-12-09,177.990005,178.149994,176.830002,177.460007,155.581741,3796600
2013-12-10,176.899994,177.669998,176.059998,177.119995,155.283630,4127800
2013-12-11,177.000000,177.759995,175.100006,175.199997,153.600357,4090400
2013-12-12,175.059998,175.800003,173.300003,173.369995,151.995987,5671600
2013-12-13,173.520004,174.380005,172.729996,172.800003,151.496246,4184400
2013-12-16,173.220001,178.350006,172.729996,177.850006,155.923645,7517000
2013-12-17,177.360001,177.490005,175.119995,175.759995,154.091293,5471900
2013-12-18,176.449997,178.740005,174.850006,178.699997,156.668869,5697700
2013-12-19,177.880005,180.539993,177.880005,180.220001,158.001480,5927000
2013-12-20,180.119995,182.000000,180.020004,180.020004,157.826126,7653500
2013-12-23,181.050003,182.929993,180.610001,182.229996,159.763687,4079900
2013-12-24,181.960007,183.500000,181.910004,183.220001,160.631638,1613600
2013-12-26,183.559998,185.559998,183.509995,185.350006,162.499039,3325700
2013-12-27,185.839996,186.500000,184.559998,185.080002,162.262314,3381600
2013-12-30,185.320007,186.699997,184.669998,186.410004,163.428314,3018600
2013-12-31,186.490005,187.789993,186.300003,187.570007,164.445328,3619700
2014-01-02,187.210007,187.399994,185.199997,185.529999,162.656815,4546500
2014-01-03,185.830002,187.350006,185.300003,186.639999,163.629974,4063200
2014-01-06,187.149994,187.360001,185.300003,186.000000,163.068848,4067800
2014-01-07,186.389999,190.350006,186.380005,189.710007,166.321503,5932300
2014-01-08,189.330002,189.419998,187.259995,187.970001,164.796021,4603700
2014-01-09,189.020004,189.500000,186.550003,187.380005,164.278748,4321300
2014-01-10,188.309998,188.570007,186.279999,187.259995,164.173523,4022400
2014-01-13,186.259995,186.949997,183.860001,184.160004,161.455719,5784700
2014-01-14,185.059998,186.429993,183.880005,185.919998,162.998703,4619200
2014-01-15,185.820007,188.649994,185.490005,187.740005,164.594330,4816500
2014-01-16,187.529999,188.990005,186.800003,188.759995,165.488586,4770300
2014-01-17,188.039993,190.809998,187.860001,190.089996,166.654617,7644600
2014-01-21,190.229996,190.389999,186.789993,188.429993,165.199295,11076300
2014-01-22,181.279999,183.500000,179.669998,182.250000,159.781189,13796100
2014-01-23,181.429993,183.720001,180.710007,182.729996,160.201996,6973900
2014-01-24,181.250000,182.809998,179.639999,179.639999,157.492981,6890600
2014-01-27,179.610001,179.649994,177.660004,177.899994,155.967484,5208600
2014-01-28,178.050003,178.449997,176.160004,176.850006,155.046936,5333300
2014-01-29,175.979996,178.529999,175.889999,176.399994,154.652390,4970900
2014-01-30,177.169998,177.860001,176.360001,177.360001,155.494064,4853700
2014-01-31,176.110001,177.839996,175.339996,176.679993,154.897873,5193400
2014-02-03,176.020004,176.020004,172.720001,172.899994,151.583893,7186800
2014-02-04,173.529999,173.750000,172.360001,172.839996,151.531311,4349800
2014-02-05,172.190002,174.970001,172.190002,174.240005,152.758743,4712300
2014-02-06,173.970001,174.850006,173.789993,174.669998,153.975189,4292200
2014-02-07,175.639999,177.559998,175.070007,177.250000,156.249512,4692900
2014-02-10,176.970001,177.649994,176.250000,177.139999,156.152557,3540400
2014-02-11,176.809998,180.389999,176.800003,179.699997,158.409256,4647300
2014-02-12,179.520004,181.250000,179.259995,180.240005,158.885300,3983000
2014-02-13,178.220001,182.360001,177.860001,181.839996,160.295715,4482000
2014-02-14,181.259995,184.429993,180.990005,183.690002,161.926529,4659900
2014-02-18,183.179993,184.000000,182.320007,183.190002,161.485748,4435200
2014-02-19,182.740005,185.649994,182.410004,182.949997,161.274185,4671500
2014-02-20,182.960007,184.860001,182.789993,184.259995,162.428970,4968200
2014-02-21,184.250000,185.710007,182.619995,182.789993,161.133148,5699300
2014-02-24,182.820007,185.160004,182.820007,183.449997,161.714981,4595300
2014-02-25,183.520004,184.600006,182.880005,183.229996,161.521011,3902300
2014-02-26,183.940002,185.279999,183.559998,184.059998,162.252686,3740700
2014-02-27,183.830002,185.949997,183.809998,185.270004,163.319336,3827800
2014-02-28,185.380005,186.119995,183.649994,185.169998,163.231186,4667900
2014-03-03,183.330002,184.639999,182.820007,184.259995,162.428970,3950100
2014-03-04,185.809998,187.160004,185.679993,186.440002,164.350723,4733000
2014-03-05,186.570007,187.949997,186.399994,187.139999,164.967743,3485200
2014-03-06,187.369995,188.389999,186.899994,187.639999,165.408524,3817300
2014-03-07,188.350006,188.919998,187.179993,187.679993,165.443771,4117800
2014-03-10,187.550003,188.369995,185.850006,186.389999,164.306625,4591200
2014-03-11,187.410004,188.449997,186.039993,186.759995,164.632797,4229500
2014-03-12,186.009995,187.449997,185.889999,186.220001,164.156769,4833000
2014-03-13,186.410004,187.000000,183.710007,183.899994,162.111649,4913200
2014-03-14,183.889999,184.289993,182.210007,182.210007,160.621872,5490300
2014-03-17,182.660004,186.350006,182.660004,185.809998,163.795334,4938100
2014-03-18,185.990005,187.899994,185.539993,186.809998,164.676895,3961300
2014-03-19,185.600006,186.699997,183.500000,184.710007,162.825684,4323900
2014-03-20,184.470001,188.259995,184.169998,187.899994,165.637741,5062600
2014-03-21,188.500000,188.699997,186.399994,186.669998,164.553482,12535200
2014-03-24,187.429993,189.440002,187.369995,188.250000,165.946259,5738500
2014-03-25,188.759995,195.399994,188.699997,195.039993,171.931778,10912700
2014-03-26,194.979996,195.630005,191.960007,192.619995,169.798508,6851700
2014-03-27,191.910004,192.669998,189.320007,189.830002,167.339081,6767700
2014-03-28,189.940002,192.619995,189.110001,190.449997,167.885620,5194400
2014-03-31,191.639999,193.770004,191.399994,192.490005,169.683929,8537300
2014-04-01,193.119995,195.130005,192.779999,194.500000,171.455765,5394100
2014-04-02,194.240005,194.500000,192.490005,193.550003,170.618317,4924100
2014-04-03,193.199997,193.380005,192.350006,192.690002,169.860229,4091100
2014-04-04,193.119995,193.970001,191.279999,191.770004,169.049210,6089900
2014-04-07,191.720001,195.309998,191.570007,194.520004,171.473389,6740500
2014-04-08,193.889999,194.169998,192.690002,193.289993,170.389130,5125000
2014-04-09,193.880005,197.000000,193.600006,196.639999,173.342224,5480100
2014-04-10,196.059998,199.210007,195.660004,195.679993,172.495941,8417900
2014-04-11,195.039993,197.000000,194.270004,195.190002,172.063995,4835000
2014-04-14,196.240005,198.240005,195.880005,197.770004,174.338318,5431100
2014-04-15,195.979996,197.410004,195.419998,197.020004,173.677185,5351300
2014-04-16,198.050003,198.710007,195.000000,196.399994,173.130630,8527300
2014-04-17,187.250000,190.699997,187.009995,190.009995,167.497742,11249600
2014-04-21,189.800003,192.809998,189.740005,192.270004,169.489975,5419700
2014-04-22,192.009995,193.000000,191.199997,192.149994,169.384201,3878600
2014-04-23,191.789993,192.410004,190.110001,191.729996,169.013931,4736400
2014-04-24,192.220001,192.220001,190.029999,190.220001,167.682816,4407100
2014-04-25,190.539993,190.669998,189.110001,189.630005,167.162750,3871000
2014-04-28,191.139999,193.990005,190.580002,193.139999,170.256927,5638300
2014-04-29,193.589996,195.940002,193.410004,195.110001,171.993515,4626300
2014-04-30,194.380005,196.860001,194.350006,196.470001,173.192352,4206800
2014-05-01,196.309998,196.740005,193.149994,193.529999,170.600693,3674000
2014-05-02,193.750000,193.839996,191.250000,191.440002,168.758301,3049900
2014-05-05,191.050003,191.490005,189.800003,191.259995,168.599609,2222100
2014-05-06,190.929993,190.949997,189.250000,190.029999,167.515366,3188700
2014-05-07,189.339996,190.300003,186.929993,189.300003,167.843445,3821000
2014-05-08,189.160004,190.570007,188.229996,188.910004,167.497635,2431900
2014-05-09,188.979996,190.589996,188.369995,190.080002,168.535004,2261600
2014-05-12,191.119995,193.020004,190.940002,192.570007,170.742783,3777400
2014-05-13,192.789993,193.029999,191.759995,192.190002,170.405869,2226600
2014-05-14,191.910004,191.990005,188.169998,188.720001,167.329208,5251500
2014-05-15,189.070007,189.080002,186.179993,186.460007,165.325333,4202200
2014-05-16,186.270004,187.410004,185.929993,187.059998,165.857330,3949500
2014-05-19,186.610001,187.130005,186.039993,187.000000,165.804153,3270700
2014-05-20,186.250000,186.699997,184.699997,184.889999,163.933304,3026500
2014-05-21,185.850006,187.160004,184.949997,186.389999,165.263260,2988000
2014-05-22,186.449997,186.449997,185.029999,185.679993,164.633728,2218000
2014-05-23,185.839996,186.139999,185.309998,185.940002,164.864273,2562900
2014-05-27,184.800003,185.649994,183.929993,184.779999,163.835770,4793800
2014-05-28,184.479996,184.880005,182.940002,183.080002,162.328461,3721600
2014-05-29,183.639999,183.779999,182.330002,183.759995,162.931335,2759900
2014-05-30,183.380005,184.570007,182.490005,184.360001,163.463348,4620500
2014-06-02,184.759995,186.279999,184.669998,185.690002,164.642624,3200500
2014-06-03,185.550003,185.759995,184.119995,184.369995,163.472229,2517100
2014-06-04,184.710007,185.449997,184.199997,184.509995,163.596359,2376800
2014-06-05,184.660004,186.089996,183.919998,185.979996,164.899734,2852200
2014-06-06,186.470001,187.649994,185.899994,186.369995,165.245544,3296700
2014-06-09,186.220001,187.639999,185.960007,186.220001,165.112549,2728400
2014-06-10,186.199997,186.220001,183.820007,184.289993,163.401291,4154900
2014-06-11,183.610001,184.199997,182.009995,182.250000,161.592529,4061700
2014-06-12,182.479996,182.550003,180.910004,181.220001,160.679291,4425300
2014-06-13,182.000000,183.000000,181.520004,182.559998,161.867355,2773600
2014-06-16,182.399994,182.710007,181.240005,182.350006,161.681198,3556200
2014-06-17,181.899994,182.809998,181.559998,182.259995,161.601395,2460900
2014-06-18,182.039993,183.610001,181.789993,183.600006,162.789505,3931800
2014-06-19,184.119995,184.470001,182.360001,182.820007,162.097931,3551100
2014-06-20,182.589996,182.669998,181.399994,181.550003,160.971893,10686800
2014-06-23,181.919998,182.250000,181.000000,182.139999,161.494995,3231700
2014-06-24,181.500000,183.000000,180.649994,180.880005,160.377823,3875400
2014-06-25,180.250000,180.970001,180.059998,180.720001,160.235947,2762800
2014-06-26,180.869995,181.369995,179.270004,180.369995,159.925583,3258500
2014-06-27,179.770004,182.460007,179.660004,181.710007,161.113739,4575500
2014-06-30,181.330002,181.929993,180.259995,181.270004,160.723618,4223800
2014-07-01,181.699997,187.270004,181.699997,186.350006,165.227814,6643100
2014-07-02,186.339996,188.990005,186.169998,188.389999,167.036560,5093000
2014-07-03,188.389999,188.809998,187.350006,188.529999,167.160706,2422400
2014-07-07,187.610001,188.270004,187.440002,188.039993,166.726227,2958700
2014-07-08,187.649994,188.080002,186.369995,187.220001,165.999176,3135100
2014-07-09,187.679993,188.899994,186.889999,188.419998,167.063187,3309600
2014-07-10,186.440002,188.050003,186.210007,187.699997,166.424744,3177800
2014-07-11,187.729996,188.350006,186.710007,188.000000,166.690796,2402500
2014-07-14,188.550003,190.440002,188.529999,189.860001,168.339951,4501100
2014-07-15,189.539993,190.080002,188.210007,188.490005,167.125275,4864700
2014-07-16,192.240005,193.360001,190.759995,192.360001,170.556610,7812600
2014-07-17,192.360001,195.949997,192.000000,192.490005,170.671844,8872300
2014-07-18,191.960007,193.440002,190.000000,192.500000,170.680725,8166400
